Concept Id,Name,Description,Synonyms,Answers,Set Members,Class,Datatype,Changed By,Creator
1777,"Ale san ou pa wè doktè","","Absan nan lopital
Absent
Pati san yo pa wè yon doktè
Absent de l'hôpital
Absent
Absent
Left without seeing a clinician
Departed without seeing a clinician
Absent de l'hôpital
Ale san ou pa wè doktè
A quitte sans voir un clinicien
Absent from the clinic or hospital
Parti sans voir un médecin","","","Misc","N/A","Super User","Super User"
1778,"HUM List of Non-Diagnoses","","HUM List of Non-Diagnoses","","Bonne santé apparente
RAS
Wouj
Vèt
Ale san ou pa wè doktè","ConvSet","N/A","Super User","Super User"
1779,"Planification familiale","","Conseils et avis généraux concernant la contraception
Planification familiale
Planification familiale
PF
Conseils et avis généraux concernant la contraception
General counselling and advice on contraception
Family planning
PF","","","Misc","N/A","Super User","Super User"
1780,"Insertion d'un implant contraceptif sous-cutané","","Insertion of subcutaneous contraceptive device
Insertion of Jadelle
Insertion d'implant contraceptif
Mise en place d'un Jadelle
Insertion d'implant contraceptif
Mise en place d'un Jadelle
Insertion d'un implant contraceptif sous-cutané
Insertion d'un implant contraceptif sous-cutané
Insertion of contraceptive implant","","","Procedure","N/A","Super User","Super User"
1781,"Surveillance de contraceptifs","","Surveillance de contraceptifs
Oral contraceptive surveillance
Suivi PF
Surveillance de contraceptifs
Suivi PF
Surveillance of contraceptive drugs","","","Procedure","N/A","Super User","Super User"
1782,"HUM contraceptive management set","","HUM contraceptive management set","","Planification familiale","ConvSet","N/A","Super User","Super User"
1783,"HUM Diagnosis Sets","","Mirebalais diagnoses sets
HUM Diagnosis Sets","","HUM Pediatric diagnoses
HUM NCD diagnoses
HUM Outpatient diagnoses
HUM Psychological diagnoses
HUM List of Non-Diagnoses
HUM Womens Health diagnoses
HUM Emergency diagnosis
HUM Pregnancy review set
HUM contraceptive management set
HUM Surgery diagnosis
HUM Oncology diagnoses
HUM Dentistry diagnoses
HUM Internal medicine diagnoses
HUM Orthopedic diagnoses
HUM Pain diagnoses
HUM Rehab diagnoses
HUM Dermatology diagnoses
Opportunistic infection diagnoses
Hypertension diagnosis set
Heart failure diagnosis set
Respiratory diagnosis set
Diabetes diagnosis set
Sickle cell diagnosis set
Renal disease diagnosis set","ConvSet","N/A","Super User","Super User"
1784,"OFLOXACINE","","OFX
OFX
OFLOXACINE
OFLOXACIN","","","Drug","N/A","Super User","Super User"
1785,"Zinc sulfate","","Zinca-pak
Eye-Sed
Zinimin
Mar-Zinc
Orazinc 220
Zinc sulphate
Zincate
Zinc sulfate
Verazinc","","","Drug","N/A","Super User","Super User"
1786,"Fluconazole","","Diflucan
FCZ
Fluconazole
Fluconazole
Fluconazole","","","Drug","N/A","Super User","Super User"
1787,"ADRÉNALINE","","ADRENALINE
ADRÉNALINE","","","Drug","N/A","Super User","Super User"
1788,"Vitamine prénatale","","Prenatal vitamin
Vitamine prénatale
Vitamine prénatale","","","Drug","N/A","Super User","Super User"
1789,"NYSTATINE","","NYSTATIN SUPPOSITORY
NYSTATIN PESSORIAL
NYSTATIN DROPS
NYSTATINE
FUNGICIDIN
NYSTATIN","","","Drug","N/A","Super User","Super User"
1790,"LEVOTHYROXINE SODIUM","","LEVOTHYROXINE SODIUM","","","Drug","N/A","Super User","Super User"
1791,"BENZATHINE PÉNICILLINE","","BENZATHINE PENICILLIN
BENZATHINE PÉNICILLINE","","","Drug","N/A","Super User","Super User"
1792,"SODIUM BICARBONATE","","Neut
SODIUM BICARBONATE
Min-I-Jet Sodium bicarbonate
Neut brand of sodium bicarbonate
Neutra Caine","","","Drug","N/A","Super User","Super User"
1793,"ACIDE FOLIQUE","","FOLATE
ACIDE FOLIQUE
FOLIC ACID
FOLACIN","","","Drug","N/A","Super User","Super User"
1794,"TIMOLOL","","Glau-Opt
Betim
Timoptic Ocudose
Timoptic
Glaucol
Timoptol
Blocadren
Betimol
Timoptic-XE
Istalol
Timoptic in Ocudose
TIMOLOL
Timoptol LA","","","Drug","N/A","Super User","Super User"
1795,"OXYTOCIN","","Pitocin
Syntocinon
OXYTOCIN","","","Drug","N/A","Super User","Super User"
1796,"IMIQUIMOD","","IMIQUIMOD
Aldara","","","Drug","N/A","Super User","Super User"
1797,"ETHIODIZED OIL","","Ethiodol
Iodized oil
ETHIODIZED OIL","","","Drug","N/A","Super User","Super User"
1798,"BENZOIC ACID","","BENZOIC ACID","","","Drug","N/A","Super User","Super User"
1799,"Aspirine","","Buffex
Zero-Order Release
Ecotrin
Nu-Seals Aspirin
Aspirin Litecoat
Aspirin
Entercote
Gennin-FC
Aspirin Tri-Buffered
Anacin Aspirin Regimen
Bayer Aspirin with Calcium
Arthritis Pain
St. Joseph Aspirin Adult Chewable
CTD Aspirin
Med Aspirin
Zorprin
Bufferin
Acetylsalicylic acid
Palaprin Forte
Anadin All-Night
Genprin
Aspirin Low Strength
Ascriptin Enteric
Ecotrin Maximum Strength
Claradin
St. Joseph Aspirin Adult EC
Easprin
Therapy Bayer
Low Dose ASA
Aspirtab
Aspirin Lo-Dose
Acetylsalicylate sodium
Uni-Buff
Empirin
Aspergum
Stanback Analgesic
Levius
postMI
Aspir-Low
Litecoat Aspirin
Entaprin
Platet
dawa ya kupunguza maumivu
Bayer Childrens Aspirin
Tri-Buffered Aspirin
St. Joseph Aspirin
Aspirin Child Chewable
Child ASA
1/2 Halfprin
Sloprin
Ecotrin Adult Low Strength
ASA
Ecotrin Low Strength Adult
Genacote
Aspir-trin
Paynocil
YSP Aspirin
Aspirine
Arthritis Foundation Aspirin
Extra Strength Bayer
Solprin
Aspirin-Antacid
Bayer Plus
Aspro Clear Maximum Strength
Aspergum Orginal
Laboprin
Bufferin Arthritis Strength
Heartline
Halfprin
Valomag
Acuprin 81
Caprin
Aspergum Cherry
Ridiprin
Bayer Low Strength
Bayer Aspirin
Bufferin Extra Strength
Norwich Aspirin
dawa ya kitibu kichwa
St. Joseph Adult Chewable Aspirin
Aspirin Child
Minitabs
Acetylsalicylic sodium
Child Aspirin
Uni-Tren
Coated Aspirin","","","Drug","N/A","Super User","Super User"
1800,"Glibenclamide","","Glibenclamide
DOANIL
Glibenclamide","","","Drug","N/A","Super User","Super User"
1801,"Warfarine","","COUMADIN
MAREVAN
Warfarin
Warfarine
JANTOVEN
WARAN","","","Drug","N/A","Super User","Super User"
1802,"Phénytoïne","","Diphenylhydantoin
Phenytoin
Phénytoïne
Dilantin","","","Drug","N/A","Super User","Super User"
1803,"Tamoxifen","","Nolvadex Forte
Oestrifen
Soltamox
Tamofen
Emblon
Noltam
Fentamox
Nolvadex
Nolvadex D
Tamoxifen
Tamoxifen
Barr - Tamoxifen Citrate
Nolvadex-D
Tamoxifen","","","Drug","N/A","Super User","Super User"
1804,"Rabies immune globulin, human","","Bayrab
Rabies immune globulin, human
Rabies immunoglobulin, human
Anti-rabies serum","","","Drug","N/A","Super User","Super User"
1805,"NOREPINEPHRINE","","NORADRENALINE
Noradrenaline acid tartrate
NOREPINEPHRINE
Levophed Bitartrate
Levophed","","","Drug","N/A","Super User","Super User"
1806,"Rispéridone","","Rispéridone
Risperdal
Risperdal M-Tab
Risperdal Consta
Risperidone","","","Drug","N/A","Super User","Super User"
1807,"GLUCAGON HYDROCHLORIDE","","GLUCAGON HYDROCHLORIDE","","","Drug","N/A","Super User","Super User"
1808,"Nifédipine","","Nifedipine
ADALAT
ADALAT TABLETS
PROCARDIA
Nifédipine","","","Drug","N/A","Super User","Super User"
1809,"IBUPROFÈNE","","BRUFEN SYRUP
IBUPROFEN
IBUPROFÈNE
BRUFEN","","","Drug","N/A","Super User","Super User"
1810,"DEXAMETHASONE / NEOMYCIN / POLYMYXIN B","","DEXAMETHASONE / NEOMYCIN / POLYMYXIN B
Dexasporin
Poly-Dex
Ocu-Trol
Maxitrol
Methadex
Dexacidin
Dexacine
Eyetrol
AK-Trol","","","Drug","N/A","Super User","Super User"
1811,"ENOXAPARIN","","ENOXAPARIN
Lovenox","","","Drug","N/A","Super User","Super User"
1812,"Lubricant gel","","Lubricant jelly
Lubricant gel","","","Drug","N/A","Super User","Super User"
1813,"Chabon","","Charcoal
PSIB6_45b
Charbon de bois
Chabon
Charbon","","","Misc","N/A","Super User","Super User"
1814,"POVIDONE-IODINE","","Aerodine
Povidine
Efodine
Polydine
ABG Pulsator
Betagen
Pharmadine
Minidyne
Iodex
Betadine mouthwash+gargle
Wokadine
Betadine
Mallisol
Betagen brand of povidone-iodine
Betadine shampoo
Betadine Surgical Scrub
P.V.P
Betadine Mouthwash/Gargle
POVIDONE-IODINE
Pulsator Plus
Videne
Steribath
Savlon Dry
Povidex Peri
Massengill Medicated Douche
HSP Anti
Betadine Skin Cleanser
Betadine Ophthamic
Betadine Aerosol Spray
Clinidine
Disadine
Antisept
Povidex","","","Drug","N/A","Super User","Super User"
1815,"VITAMIN K 1","","VITAMIN K 1
Konakion
Aquamephyton
Mephyton","","","Drug","N/A","Super User","Super User"
1816,"Carvédilol","","COREG
Carvédilol
EUCARDIC
Carvedilol
DILATREND","","","Drug","N/A","Super User","Super User"
1817,"CHLORAMPHÉNICOL","","CHLORAMPHENICOL
CHLORAMPHENICOL DROPS
CHLORAMPHÉNICOL
CHLORAMPHENICOL INJECTION","","","Drug","N/A","Super User","Super User"
1818,"NALOXONE HYDROCHLORIDE","","NALOXONE HYDROCHLORIDE","","","Drug","N/A","Super User","Super User"
1819,"DOPAMINE HYDROCHLORIDE","","DOPAMINE HYDROCHLORIDE","","","Drug","N/A","Super User","Super User"
1820,"Halopéridol","","Halopéridol
Haloperidol","","","Drug","N/A","Super User","Super User"
1821,"ENALAPRIL MALEATE","","ENALAPRIL MALEATE","","","Drug","N/A","Super User","Super User"
1822,"COMPLEXE DE VITAMINE B","","VITAMIN B COMPLEX
COMPLEXE DE VITAMINE B","","","Drug","N/A","Super User","Super User"
1823,"CODEINE PHOSPHATE","","CODEINE PHOSPHATE","","","Drug","N/A","Super User","Super User"
1824,"NEOSTIGMINE METHYLSULFATE","","NEOSTIGMINE METHYLSULFATE","","","Drug","N/A","Super User","Super User"
1825,"MULSION DE BENZOATE DE BENZYLE","","BBE
MULSION DE BENZOATE DE BENZYLE
BENZYL BENZOATE EMULSION","","","Drug","N/A","Super User","Super User"
1826,"Fluoxétine","","Fluoxétine
Fluoxetine","","","Drug","N/A","Super User","Super User"
1827,"SEVOFLURANE","","Ultane
SEVOFLURANE","","","Drug","N/A","Super User","Super User"
1828,"BISACODYL","","BISACODYL
BISACODYL","","","Drug","N/A","Super User","Super User"
1829,"HYDROCORTISONE ACETATE","","HYDROCORTISONE ACETATE","","","Drug","N/A","Super User","Super User"
1830,"Valsartan","","Valsartan
Valsartan
Diovan
Valsartan","","","Drug","N/A","Super User","Super User"
1831,"SUXAMETHONIUM CHLORIDE","","SUXAMETHONIUM CHLORIDE","","","Drug","N/A","Super User","Super User"
1832,"FLUOXETINE HYDROCHLORIDE","","FLUOXETINE HYDROCHLORIDE","","","Drug","N/A","Super User","Super User"
1833,"IPRATROPIUM BROMIDE","","IPRATROPIUM BROMIDE","","","Drug","N/A","Super User","Super User"
1834,"AMLODIPINE BESYLATE","","istin
AMLODIPINE BESYLATE
perivasc","","","Drug","N/A","Super User","Super User"
1835,"Metoclopramide hydrochloride","","Metoclopramide hydrochloride","","","Drug","N/A","Super User","Super User"
1836,"LÉVODOPA + CARBIDOPA","","LEVODOPA + CARBIDOPA
LÉVODOPA + CARBIDOPA","","","Drug","N/A","Super User","Super User"
1837,"METHYLERGONOVINE MALEATE","","METHYLERGONOVINE MALEATE","","","Drug","N/A","Super User","Super User"
1838,"VECURONIUM BROMIDE","","VECURONIUM BROMIDE","","","Drug","N/A","Super User","Super User"
1839,"CITRIC ACID / MAGNESIUM CARBONATE","","CITRIC ACID / MAGNESIUM CARBONATE","","","Drug","N/A","Super User","Super User"
1840,"Dextran","","Hyskon
Dextran
Promit
Rheomacrodex
Gentran 40","","","Drug","N/A","Super User","Super User"
1841,"PARACÉTAMOL","","PARACETAMOL SYRUP
Paracetamol
PANADOL
CALPOL
ACETOMINOPHEN
PARACÉTAMOL","","","Drug","N/A","Super User","Super User"
1842,"Ringer Lactate (RL)","","Lactated ringers (LR)
Ringer Lactate (RL)
Lactated ringer's solution","","","Drug","N/A","Super User","Super User"
1843,"Streptomycin sulfate","","Streptomycin sulfate","","","Drug","N/A","Super User","Super User"
1844,"Prednizonn","","Deltasone
Meticorten
Sterapred DS
Levoxyl
Prednizonn
Prednicot
Prednisone Intensol
Prednisone
Prednisone
Orasone
Prednisone
Predone
Liquid Pred
Sterapred
Prednicen-M
Econosone
Decortisyl","","","Drug","N/A","Super User","Super User"
1845,"FENTANYL","","Actiq
FENTANYL
Durogesic
Duragesis TDS
Sublimaze
Duragesic","","","Drug","N/A","Super User","Super User"
1846,"TRAMADOL HYDROCHLORIDE","","TRAMADOL HYDROCHLORIDE","","","Drug","N/A","Super User","Super User"
1847,"DEXTROSE","","DEXTROSE
Dextrose","","","Drug","N/A","Super User","Super User"
1848,"Simvastatin","","Zocor
Simvastatin","","","Drug","N/A","Super User","Super User"
1849,"MIDAZOLAM HYDROCHLORIDE","","MIDAZOLAM HYDROCHLORIDE","","","Drug","N/A","Super User","Super User"
1850,"DEXAMÉTHASONE PHOSPHATE DE SODIUM","","DEXAMÉTHASONE PHOSPHATE DE SODIUM
Dexamethazone sodium phosphate","","","Drug","N/A","Super User","Super User"
1851,"LIDOCAINE HYDROCHLORIDE","","LIDOCAINE HYDROCHLORIDE","","","Drug","N/A","Super User","Super User"
1852,"CIPROFLOXACINE","","CIPRO
CIPROFLOXACIN
CFX
CIPROFLOXACINE
CPX","","","Drug","N/A","Super User","Super User"
1853,"Propylthiouracil","","Propylthiouracil
Propylhiouracil","","","Drug","N/A","Super User","Super User"
1854,"Méthyldopa","","Méthyldopa
ALDOMET
Methyldopa","","","Drug","N/A","Super User","Super User"
1855,"NITROGLYCERIN","","Transderm-Nitro
Nitronal
Transderm Nitro
Glytrin
Nitro-Bid
Sustac
Nitro-Bid IV
Suscard
Percutol
Nitrocot
Able brand of nitroglycerin
Transiderm-Nitro
Nitrol
Minitran
Nitrek
NITROGLYCERIN
Nitrong
Nitro-Time
GTN
Coro-Nitro
Nitrocine
Nitrostat
Nitrodisc
Nitroglyn E-R
Nitro-Par
Nitroclyercin
Nitrotab
Nitrogard
Tridil
Ethex brand of nitroglycerin
Nitromin brand of nitroglycerin
Nitro TD Patch-A
Nitroquick
Nitro-Dur
Deponit
Nitrocontin Continus
Nitrolingual","","","Drug","N/A","Super User","Super User"
1856,"Dinitrate d'isosorbide","","Dinitrate d'isosorbide
ISORDIL
Isosorbide dinitrate","","","Drug","N/A","Super User","Super User"
1857,"DAPSONE","","DAPSONE
DAPSONE","","","Drug","N/A","Super User","Super User"
1858,"Salbutamol","","SALBUTAMOL SYRUP
VENTOLIN INHALER
Salbutamol
SALBUTAMOL INHALER
VENTOLIN
Salbutamol
SALBUTAMOL TABS","","","Drug","N/A","Super User","Super User"
1859,"CHLOROQUINE","","CHLOROQUINE
CHLOROQUINE
Chloroquine phosphate","","","Drug","N/A","Super User","Super User"
1860,"MANNITOL","","Osmitrol
MANNITOL
Resectisol
Min-I-Jet Mannitol","","","Drug","N/A","Super User","Super User"
1861,"EPHEDRINE HYDROCHLORIDE","","EPHEDRINE HYDROCHLORIDE","","","Drug","N/A","Super User","Super User"
1862,"Kotrimoxasol","","Sulfamethoxazole / trimetoprim
Bactrim
Co-trimoxazole
Kotrimoxasol
Cotrimoxazole
Triméthoprime / Sulfaméthoxazole
Cotrimoxazole
Trimethoprim / Sulfamethoxazole
Septrin syrup
CTX
Septrin
TMP/SMX","","","Drug","N/A","Super User","Super User"
1863,"Diazepam","","Diazepam
VALIUM INJECTION
Diazepam
Valium
INJECTION VALIUM","","","Drug","N/A","Super User","Super User"
1864,"AMIODARONE","","Cordarone I.V.
Cordarone X
Cordarone
Geneva brand of amiodarone hydrochloride
Amiodarone Hydrochloride Novaplus
AMIODARONE
Pacerone
Sandoz brand of Amiodarone
Teva brand of Amiodarone
Amidox
Aniodarone","","","Drug","N/A","Super User","Super User"
1865,"CEPHALEXIN","","Keflex
Tenkorex
Panixine DisperDose
Keftab
Ed A-Ceph
Kiflone
CEPHALEXIN
Biocef
CEPHALEXIM
Zartan
Cefalexin","","","Drug","N/A","Super User","Super User"
1866,"Lisinopril","","Lisinopril
Lisinopril","","","Drug","N/A","Super User","Super User"
1867,"CEFTRIAXONE","","CEFTRIAXONE
ROCEPHIN
CEFTRIAXONE","","","Drug","N/A","Super User","Super User"
1868,"SODIUM POLYSTYRENE SULFONATE","","Kayexalate
SODIUM POLYSTYRENE SULFONATE","","","Drug","N/A","Super User","Super User"
1869,"SELS DE RÉHYDRATATION ORALE","","SELS DE RÉHYDRATATION ORALE
SRO
ORS
ORAL REHYDRATION SALTS","","","Drug","N/A","Super User","Super User"
1870,"LABETALOL","","Labrocol
LABETALOL
Labetolol
Normodyne
Trandate","","","Drug","N/A","Super User","Super User"
1871,"GLYCOPYRROLATE","","Robinul Forte
Robinul
Glycopyrronium bromide
GLYCOPYRROLATE","","","Drug","N/A","Super User","Super User"
1872,"IRON-DEXTRAN COMPLEX","","Pri-Dextra
InFed
IRON-DEXTRAN COMPLEX
Dexferrum
Imferon
Iron dextran","","","Drug","N/A","Super User","Super User"
